dac_id	dac_code	measured_voltage	voltage_std
CS1	0	2.9850396579999997e-05	7.438933506545013e-07
CS1	100	0.0038379054	1.785950795436424e-06
CS1	200	0.007644705234	3.9308932763934616e-07
CS1	300	0.01144608056	3.1200446016685933e-06
CS1	400	0.015251531929999998	7.466639579487692e-07
CS1	500	0.01905918933	1.3111857549948923e-06
CS1	600	0.02286520522	8.036189791186761e-07
CS1	700	0.026665384439999995	8.549575757894464e-07
CS1	800	0.03048751451	6.58297027868753e-07
CS1	900	0.03429416241	5.15476163269584e-07
CS1	1000	0.03810052055	7.594646407173297e-07
CS1	1100	0.04190777797	1.1753376264283104e-06
CS1	1200	0.04570909772	1.0508072171439772e-06
CS1	1300	0.04951539151999999	2.2889969331540303e-07
CS1	1400	0.05332189335	5.09272045668968e-07
CS1	1500	0.05712848294999999	1.357035785268704e-06
CS1	1600	0.06095099908	6.382018940733675e-07
CS1	1700	0.06475252283	5.430754055368424e-07
CS1	1800	0.06855833886	4.000718665441824e-07
CS1	1900	0.07236565325	2.529385113031753e-07
CS1	2000	0.07617180002999999	7.735055307497286e-07
CS1	2100	0.07996353784	1.0773630940392845e-06
CS1	2200	0.08376820373999999	5.075992635922093e-07
CS1	2300	0.08757506483	5.268702725508994e-07
CS1	2400	0.09139770560000002	2.6443324299338145e-07
CS1	2500	0.09520371541	1.7457600894507809e-07
CS1	2600	0.09900428078	3.400414586482968e-07
CS1	2700	0.10281058079999998	2.775729813935129e-07
CS1	2800	0.1066176346	2.85854228584556e-07
CS1	2900	0.11042300010000002	2.7434738926804905e-07
CS1	3000	0.1142237205	3.790908202523943e-07
CS1	3100	0.11803078800000003	2.2806183372164e-07
CS1	3200	0.12185547749999999	3.528107849817354e-07
CS1	3300	0.12566157390000002	5.656170877937194e-07
CS1	3400	0.1294672493	3.242187687382616e-07
CS1	3500	0.13326805209999998	7.361660750145885e-07
CS1	3600	0.1370748813	2.7158352306798056e-07
CS1	3700	0.1408815092	2.7273826281007477e-07
CS1	3800	0.14468683300000001	2.431258933143757e-07
CS1	3900	0.1484878499	5.679433862630176e-07
CS1	4000	0.1523115692	3.254931028434864e-07
CS1	4100	0.1561253864	8.358492926320102e-07
CS1	4200	0.1599319986	2.5069790585452613e-07
CS1	4300	0.16373876240000002	6.854662938515908e-07
CS1	4400	0.16753830269999997	3.435238128599887e-07
CS1	4500	0.1713443337	6.697193516753771e-07
CS1	4600	0.1751505216	2.663855101193705e-07
CS1	4700	0.1789581736	2.2663238956103865e-07
CS1	4800	0.1827802793	4.832016245853739e-07
CS1	4900	0.18658193620000002	2.276970794671125e-07
CS1	5000	0.1903873781	3.275486070852718e-07
CS1	5100	0.1941942056	3.114145789798095e-07
CS1	5200	0.1980018976	2.183937728062966e-07
CS1	5300	0.20180257580000002	3.182231292656426e-07
CS1	5400	0.20560784389999998	3.130145204302992e-07
CS1	5500	0.2094142927	4.410224597486015e-07
CS1	5600	0.21323735299999996	3.1807829224274503e-07
CS1	5700	0.21704439409999998	4.67956931780147e-07
CS1	5800	0.2208451768	7.779997172233386e-07
CS1	5900	0.2246514255	9.078340432050489e-07
CS1	6000	0.2284577085	5.052225747178214e-07
CS1	6100	0.2322637583	2.1516925895581026e-07
CS1	6200	0.236054986	4.935185913422736e-07
CS1	6300	0.23986108650000001	5.033722777414103e-07
CS1	6400	0.2436842704	6.990167666094897e-07
CS1	6500	0.2474909896	5.280248478988618e-07
CS1	6600	0.25129628639999996	3.322448494674627e-07
CS1	6700	0.2550975651	2.403245513929788e-07
CS1	6800	0.25890310250000004	3.100307242765731e-07
CS1	6900	0.26270925720000005	1.8900095237108405e-07
CS1	7000	0.26651525949999993	3.9232365466064046e-07
CS1	7100	0.270316874	2.562931914785567e-07
CS1	7200	0.27414129109999996	5.969761218008983e-07
CS1	7300	0.27794659619999995	4.310496027137189e-07
CS1	7400	0.28175353189999996	3.690269502322224e-07
CS1	7500	0.28555965110000003	5.360362767627702e-07
CS1	7600	0.28936067320000003	6.1581584909615e-07
CS1	7700	0.29316758460000003	4.226038807197453e-07
CS1	7800	0.296974003	4.0233220104061626e-07
CS1	7900	0.3007795979	3.040445526496771e-07
CS1	8000	0.30460251380000003	7.202699216250753e-07
CS1	8100	0.30840339029999997	6.111839412175904e-07
CS1	8200	0.3122170265	6.963775197375779e-07
CS1	8300	0.31602501390000004	4.454452716104459e-07
CS1	8400	0.31983077309999997	1.8310622599563344e-07
CS1	8500	0.32363123419999995	9.45455741958592e-07
CS1	8600	0.32743749969999997	4.154561469056173e-07
CS1	8700	0.3312437416	5.796946092476188e-07
CS1	8800	0.33506787039999997	4.228111162186106e-07
CS1	8900	0.3388740259	6.125201139492527e-07
CS1	9000	0.3426742933	3.2135340358885133e-07
CS1	9100	0.3464799987	5.453897780534682e-07
CS1	9200	0.35028606419999997	4.5016459211674823e-07
CS1	9300	0.35409418989999997	4.1563384125918243e-07
CS1	9400	0.3578943252	2.935673006260345e-07
CS1	9500	0.3617007859	3.6088514793283534e-07
CS1	9600	0.3655240289	8.912183178113312e-07
CS1	9700	0.36933055870000003	1.8552738342895395e-07
CS1	9800	0.373136566	4.4608160688791826e-07
CS1	9900	0.376937471	4.459923766059253e-07
CS1	10000	0.3807426583	4.774926282159729e-07
CS1	10100	0.384549994	3.885068853951863e-07
CS1	10200	0.3883556869	4.350228614622283e-07
CS1	10300	0.39214654020000006	4.558560737742002e-07
CS1	10400	0.395969643	3.4002852821728017e-07
CS1	10500	0.3997749434	3.63305986743711e-07
CS1	10600	0.4035815357	3.7193979351408327e-07
CS1	10700	0.4073878957	4.738826964603784e-07
CS1	10800	0.41119009100000004	3.8644404511190265e-07
CS1	10900	0.41499607169999997	4.329371894459396e-07
CS1	11000	0.41880191240000003	3.998600255053739e-07
CS1	11100	0.42260795949999996	2.1991373308485754e-07
CS1	11200	0.4264316139	4.0978541945246597e-07
CS1	11300	0.43023334049999995	2.905516305234664e-07
CS1	11400	0.4340389037	2.8500633326409357e-07
CS1	11500	0.4378457193	3.6445028467076336e-07
CS1	11600	0.4416513887	7.574859800671383e-07
CS1	11700	0.4454519831	5.306866212846622e-07
CS1	11800	0.44925903550000007	6.563019503196406e-07
CS1	11900	0.4530660868000001	7.87530037526201e-07
CS1	12000	0.456889526	4.819970954219962e-07
CS1	12100	0.46069491639999993	3.629529446148784e-07
CS1	12200	0.46449632479999997	4.776877222695059e-07
CS1	12300	0.4683044419000001	7.364328143178401e-07
CS1	12400	0.4721113922	3.615811942019221e-07
CS1	12500	0.4759181431000001	5.165021684356045e-07
CS1	12600	0.47971760329999996	4.917414056153674e-07
CS1	12700	0.4835251787	6.900885522930301e-07
CS1	12800	0.48734742610000004	4.97059443128361e-07
CS1	12900	0.4911544704	5.416200144039482e-07
CS1	13000	0.494959579	3.162840495518857e-07
CS1	13100	0.49876129890000004	3.9014777969081564e-07
CS1	13200	0.5025672872	7.90276255492978e-07
CS1	13300	0.5063721730999999	7.025050106391115e-07
CS1	13400	0.5101814715999999	1.1118363368767955e-06
CS1	13500	0.5139825445	9.033137052085061e-07
CS1	13600	0.5178046798	1.206668537742141e-06
CS1	13700	0.5216104622000001	6.856182319729174e-07
CS1	13800	0.5254172172	4.5065037445088634e-07
CS1	13900	0.5292239505	6.257284155515457e-07
CS1	14000	0.5330246712	1.7146239704251273e-06
CS1	14100	0.5368301137	1.1666607090316325e-06
CS1	14200	0.5406367233999999	1.3289953498981805e-06
CS1	14300	0.544442792	3.2646324448589134e-06
CS1	14400	0.5482562209999999	1.5003858170559255e-06
CS1	14500	0.5520575093000001	1.0664193405930725e-06
CS1	14600	0.5558628248999999	7.520262562008006e-07
CS1	14700	0.5596698561	4.307492854336342e-06
CS1	14800	0.5634760583	3.46689500863758e-07
CS1	14900	0.5672778189	9.922373153671119e-07
CS1	15000	0.5710828259	7.182525252114423e-07
CS1	15100	0.5748891438	1.5622591206440629e-06
CS1	15200	0.5787128837	1.4371448117832876e-06
