# Acquisizione a range di livelli
# Livello minimo (codice CS1): 23700
# Livello massimo (codice CS1): 31100
# Numero di punti: 1235
# Numero di campioni: 50
# Step: 6
# Tempo di settling (s): 1.0
# Timestamp: 210726_114641
step,sample,cs1_code,cs2_code,adc_raw,adc_value,sot
0,0,23700,7800,1100000001,769,0
0,1,23700,7800,1100000001,769,0
0,2,23700,7800,1100000001,769,0
0,3,23700,7800,1100000001,769,0
0,4,23700,7800,1100000001,769,0
0,5,23700,7800,1100000001,769,0
0,6,23700,7800,1100000001,769,0
0,7,23700,7800,1100000001,769,0
0,8,23700,7800,1100000001,769,0
0,9,23700,7800,1100000001,769,0
0,10,23700,7800,1100000001,769,0
0,11,23700,7800,1100000001,769,0
0,12,23700,7800,1100000001,769,0
0,13,23700,7800,1100000001,769,0
0,14,23700,7800,1100000001,769,0
0,15,23700,7800,1100000001,769,0
0,16,23700,7800,1100000001,769,0
0,17,23700,7800,1100000001,769,0
0,18,23700,7800,1100000001,769,0
0,19,23700,7800,1100000001,769,0
0,20,23700,7800,1100000001,769,0
0,21,23700,7800,1100000001,769,0
0,22,23700,7800,1100000001,769,0
0,23,23700,7800,1100000001,769,0
0,24,23700,7800,1100000001,769,0
0,25,23700,7800,1100000001,769,0
0,26,23700,7800,1100000001,769,0
0,27,23700,7800,1100000001,769,0
0,28,23700,7800,1100000001,769,0
0,29,23700,7800,1100000001,769,0
0,30,23700,7800,1100000001,769,0
0,31,23700,7800,1100000001,769,0
0,32,23700,7800,1100000001,769,0
0,33,23700,7800,1100000001,769,0
0,34,23700,7800,1100000001,769,0
0,35,23700,7800,1100000001,769,0
0,36,23700,7800,1100000001,769,0
0,37,23700,7800,1100000001,769,0
0,38,23700,7800,1100000001,769,0
0,39,23700,7800,1100000001,769,0
0,40,23700,7800,1100000001,769,0
0,41,23700,7800,1100000001,769,0
0,42,23700,7800,1100000001,769,0
0,43,23700,7800,1100000001,769,0
0,44,23700,7800,1100000001,769,0
0,45,23700,7800,1100000001,769,0
0,46,23700,7800,1100000001,769,0
0,47,23700,7800,1100000001,769,0
0,48,23700,7800,1100000001,769,0
0,49,23700,7800,1100000001,769,0
1,0,23706,7794,1100000001,769,0
1,1,23706,7794,1100000001,769,0
1,2,23706,7794,1100000001,769,0
1,3,23706,7794,1100000001,769,0
1,4,23706,7794,1100000001,769,0
1,5,23706,7794,1100000001,769,0
1,6,23706,7794,1100000001,769,0
1,7,23706,7794,1100000001,769,0
1,8,23706,7794,1100000001,769,0
1,9,23706,7794,1100000001,769,0
1,10,23706,7794,1100000001,769,0
1,11,23706,7794,1100000001,769,0
1,12,23706,7794,1100000001,769,0
1,13,23706,7794,1100000001,769,0
1,14,23706,7794,1100000001,769,0
1,15,23706,7794,1100000001,769,0
1,16,23706,7794,1100000001,769,0
1,17,23706,7794,1100000001,769,0
1,18,23706,7794,1100000001,769,0
1,19,23706,7794,1100000001,769,0
1,20,23706,7794,1100000001,769,0
1,21,23706,7794,1100000001,769,0
1,22,23706,7794,1100000001,769,0
1,23,23706,7794,1100000001,769,0
1,24,23706,7794,1100000001,769,0
1,25,23706,7794,1100000001,769,0
1,26,23706,7794,1100000001,769,0
1,27,23706,7794,1100000001,769,0
1,28,23706,7794,1100000001,769,0
1,29,23706,7794,1100000001,769,0
1,30,23706,7794,1100000001,769,0
1,31,23706,7794,1100000001,769,0
1,32,23706,7794,1100000001,769,0
1,33,23706,7794,1100000001,769,0
1,34,23706,7794,1100000001,769,0
1,35,23706,7794,1100000001,769,0
1,36,23706,7794,1100000001,769,0
1,37,23706,7794,1100000001,769,0
