dac_id	dac_code	measured_voltage	voltage_std
CS1	0	-3.1474840799999954e-05	0.0010452366806357376
CS1	1000	0.037883788200000004	0.0010120249983618678
CS1	2000	0.07597146476000001	0.0008953133730865084
CS1	3000	0.1139273284	0.0007942872678507693
CS1	4000	0.152098289	0.0010843078772712078
CS1	5000	0.1903519958	0.0008328840298762854
CS1	6000	0.22826599340000003	0.0008812459390015051
CS1	7000	0.2662189786	0.0007742035741895315
CS1	8000	0.30429423440000003	0.0009768486531369243
CS1	9000	0.3423214986	0.000830014947123381
CS1	10000	0.38101683380000007	0.0008543709086504211
CS1	11000	0.419167809	0.0011060650020524067
CS1	12000	0.45730726419999995	0.0007837039617476399
CS1	13000	0.4948991142	0.0009694085827685587
CS1	14000	0.5328886602	0.0008719775739483992
CS1	15000	0.5709411366	0.0008701101283006923
CS1	16000	0.6088465841999999	0.0008073476682922487
CS1	17000	0.6469189627999999	0.0009602736740332681
CS1	18000	0.6854507016	0.0008832253701547614
CS1	19000	0.7236682198	0.0008543009280564959
CS1	20000	0.7616797338000001	0.0009181358822809116
CS1	21000	0.7997625594000001	0.0009583753600341942
CS1	22000	0.8379825077999999	0.000880588281853753
CS1	23000	0.8758851639999999	0.0009928409997054031
CS1	24000	0.914190739	0.0011084946993085622
CS1	25000	0.9521679522	0.0008947228270885497
CS1	26000	0.9899058478	0.0010098859128983841
CS1	27000	1.02784704	0.0009105597726233873
CS1	28000	1.065977862	0.000838229395700279
CS1	29000	1.1036715480000001	0.0008079711161025013
CS1	30000	1.14176734	0.0010866433206715238
CS1	31000	1.1798830280000001	0.0010175815098045257
CS1	32000	1.217942626	0.0008985352071588296
CS1	33000	1.2560316679999999	0.0009156443081983125
CS1	34000	1.2942644959999998	0.0009896686753979689
CS1	35000	1.3321908399999998	0.000979530403775118
CS1	36000	1.370105836	0.0007840289845815895
CS1	37000	1.408452746	0.0008051056163411497
CS1	38000	1.4462730279999998	0.0008638014911865182
CS1	39000	1.484299766	0.0009319132518984738
CS1	40000	1.522433108	0.0010084835641972632
CS1	41000	1.56081206	0.0008442533660697121
CS1	42000	1.5986003839999998	0.0010123974627111463
CS1	43000	1.6371844459999998	0.0008507656846065433
CS1	44000	1.6747048199999999	0.0008927544615850387
CS1	45000	1.7129303659999997	0.0008732738067204272
CS1	46000	1.7511252	0.0008331877111911684
CS1	47000	1.7896268799999997	0.0008900715714143398
CS1	48000	1.8276979180000001	0.0009253061057055493
CS1	49000	1.8656119279999999	0.0007658258380441093
CS1	50000	1.9036095899999999	0.0008731651944277751
CS1	51000	1.9417197019999999	0.0009507087009047677
CS1	52000	1.9797350980000001	0.0008965606602210863
CS1	53000	2.017894106	0.0010580660480820608
CS1	54000	2.056030694	0.0009827532073231593
CS1	55000	2.094001344	0.0009866063258382443
CS1	56000	2.1319438140000004	0.0008382724959487386
CS1	57000	2.169749704	0.000777107455854067
CS1	58000	2.2075419839999997	0.0008486669623025566
CS1	59000	2.245806156	0.0008286547616130492
CS1	60000	2.2838571219999997	0.000943816554959692
CS1	61000	2.321957698	0.0009290730688894988
CS1	62000	2.3600429640000002	0.0009341961026379537
CS1	63000	2.398074032	0.0007436752935360805
CS1	64000	2.4362131400000004	0.0011345229493139198
CS1	65000	2.474914172	0.0009656595714723017
CS1	65535	2.495083826	0.0010371748194128725
